Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
5	1640	38.9934	-43.2787	79.5327	
5	1657	39.0113	-43.2479	79.4817	
5	1673	38.9712	-43.2347	79.4795	
5	1690	38.9214	-43.3464	79.4041	
5	1707	38.9159	-43.3475	79.4039	
5	1723	38.8572	-43.4095	79.3725	
5	1740	38.824	-43.5022	79.4084	
5	1757	38.8549	-43.5231	79.3238	
5	1773	38.7879	-43.718	79.2529	
5	1790	38.7862	-43.7732	79.2787	
5	1807	38.7352	-43.9467	79.2582	
5	1823	38.7808	-44.0465	79.2017	
5	1840	38.7029	-44.2802	78.6533	
5	1857	38.8567	-44.1701	77.9241	
5	1873	38.8098	-44.3876	77.8575	
5	1890	38.8098	-44.5586	77.7985	
5	1907	38.8104	-44.6985	77.7672	
5	1923	38.8097	-44.4256	78.1894	
5	1940	38.7033	-43.9296	78.9991	
5	1957	38.6413	-44.1294	78.9896	
5	1973	38.6528	-44.2129	79.122	
5	1990	38.5937	-44.4321	79.0609	
5	2007	38.6038	-44.5423	79.0764	
5	2023	38.5191	-44.7912	79.1036	
5	2040	38.504	-45.0395	79.0221	
5	2057	38.5316	-45.1171	79.0628	
5	2073	38.4985	-45.3324	79.0386	
5	2090	38.493	-45.5433	79.012	
5	2107	38.4843	-45.6761	79.0641	
5	2123	38.4456	-45.9226	79.0275	
5	2140	38.455	-46.1015	78.9742	
5	2157	38.4532	-46.2629	78.9999	
5	2173	38.4559	-46.434	79.0234	
5	2190	38.4493	-46.5716	79.0328	
5	2207	38.4458	-46.7395	78.9809	
5	2223	38.4563	-46.8677	79.0104	
5	2240	38.4461	-47.0959	79.0224	
5	2257	38.4566	-47.1916	79.0094	
5	2273	38.4859	-47.3584	78.9492	
5	2290	38.436	-47.5486	78.963	
6	7	38.8583	-54.7584	89.9977	
6	23	38.8092	-54.8676	89.9211	
6	40	38.7766	-54.8655	89.9744	
6	57	38.7989	-54.7732	90.0328	
6	73	38.7843	-54.7963	90.018	
6	90	38.7654	-54.7602	90.0874	
6	107	38.7394	-54.7593	90.1179	
6	123	38.7377	-54.682	90.1724	
6	140	38.7301	-54.6422	90.144	
6	157	38.6833	-54.7673	90.1822	
6	173	38.6672	-54.6585	90.2853	
6	190	38.635	-54.7123	90.3098	
6	207	38.6127	-54.6921	90.274	
6	223	38.601	-54.6949	90.3752	
6	240	38.5772	-54.6577	90.3692	
6	257	38.546	-54.6619	90.4107	
6	273	38.4981	-54.6923	90.4361	
6	290	38.4959	-54.676	90.4682	
6	307	38.4793	-54.6146	90.4949	
6	323	38.4636	-54.5269	90.5481	
6	340	38.3968	-54.6362	90.5539	
6	357	38.3451	-54.6151	90.555	
6	373	38.3455	-54.5485	90.6044	
6	390	38.3016	-54.5559	90.6058	
6	407	38.2748	-54.4951	90.6664	
6	423	38.2564	-54.5099	90.6761	
6	440	38.2062	-54.5156	90.6996	
6	457	38.1817	-54.4508	90.7193	
6	473	38.1511	-54.4583	90.7372	
6	490	38.1097	-54.4515	90.7432	
6	507	38.1031	-54.4188	90.7472	
6	523	38.0458	-54.4176	90.7417	
6	540	38.0261	-54.3825	90.7451	
6	557	37.9584	-54.5073	90.7926	
6	573	37.9504	-54.383	90.7395	
6	590	37.9434	-54.4031	90.8474	
6	607	37.9169	-54.4314	90.7784	
6	623	37.8306	-54.4673	90.8039	
6	640	37.8543	-54.4395	90.801	
6	657	37.7625	-54.5256	90.7463	
6	673	37.7811	-54.4008	90.8329	
6	690	37.7986	-54.3921	90.7957	
6	707	37.726	-54.4113	90.78	
6	723	37.7043	-54.4593	90.7502	
6	740	37.7194	-54.3727	90.737	
6	757	37.6462	-54.4409	90.773	
6	773	37.617	-54.4254	90.7337	
6	790	37.6551	-54.3185	90.7165	
6	807	37.5813	-54.3654	90.6389	
6	823	37.619	-54.2816	90.6183	
6	840	37.548	-54.2469	90.6417	
6	857	37.5623	-54.2391	90.542	
6	873	37.562	-54.1508	90.5693	
6	890	37.5097	-54.1533	90.4786	
6	907	37.5015	-54.054	90.5043	
6	923	37.5476	-53.8517	90.439	
6	940	37.5085	-53.8095	90.4185	
6	957	37.5161	-53.6476	90.3585	
6	973	37.4762	-53.6099	90.4132	
6	990	37.477	-53.4922	90.2819	
6	1007	37.4871	-53.3378	90.2707	
6	1023	37.5049	-53.1031	90.2296	
6	1040	37.5297	-52.9123	90.1818	
6	1057	39.6923	-50.5475	87.5952	
6	1073	39.6901	-50.3869	87.5055	
6	1090	39.7139	-50.1131	87.5616	
6	1107	39.6798	-49.9201	87.4466	
6	1123	39.6826	-49.7597	87.434	
6	1140	39.6598	-49.4566	87.4727	
6	1157	39.6601	-49.2653	87.4462	
6	1173	39.6254	-49.0645	87.4203	
6	1190	39.6289	-48.8066	87.428	
6	1207	39.6014	-48.5706	87.4385	
6	1223	39.6011	-48.2993	87.434	
6	1240	39.5823	-48.0404	87.4193	
6	1257	39.5998	-47.7588	87.4443	
6	1273	39.5507	-47.5532	87.4186	
6	1290	39.7815	-48.3261	84.4521	
6	1307	39.8016	-48.0124	84.4478	
6	1323	39.7412	-47.8212	84.3893	
6	1340	39.7737	-47.498	84.492	
6	1357	39.7292	-47.2363	84.5826	
6	1373	39.7288	-46.9844	84.6237	
6	1390	39.6723	-46.7567	84.6057	
6	1407	39.6778	-46.4763	84.7023	
6	1423	39.55	-46.4144	84.7179	
6	1440	39.5836	-46.1556	84.7564	
6	1457	39.5227	-45.951	84.8061	
6	1473	39.4952	-45.7708	84.8494	
6	1490	39.5297	-45.5358	84.783	
6	1507	39.4707	-45.4311	84.8265	
6	1523	39.4345	-45.3242	84.8618	
6	1540	39.0328	-46.1213	81.8511	
6	1557	38.8989	-46.3023	80.9508	
6	1573	38.9051	-46.2189	80.9481	
6	1590	38.8184	-46.1918	80.9173	
6	1607	38.7798	-46.1174	80.4533	
6	1623	38.6963	-46.135	80.4111	
6	1640	38.6703	-46.0917	80.4574	
6	1657	38.6896	-46.0614	80.406	
6	1673	38.6525	-46.0482	80.4048	
6	1690	38.6043	-46.1602	80.3299	
6	1707	38.6013	-46.1609	80.3319	
6	1723	38.5441	-46.2233	80.2998	
6	1740	38.5127	-46.3154	80.3378	
6	1757	38.5439	-46.3358	80.2546	
6	1773	38.4759	-46.5287	80.189	
6	1790	38.4762	-46.5827	80.219	
6	1807	38.4241	-46.7554	80.2005	
6	1823	38.4664	-46.8526	80.1499	
6	1840	38.3965	-47.0828	79.6117	
6	1857	38.5447	-46.9857	78.8302	
6	1873	38.4958	-47.2033	78.7603	
6	1890	38.4927	-47.3715	78.7079	
6	1907	38.4912	-47.5093	78.6815	
6	1923	38.4873	-47.2477	79.085	
6	1940	38.3803	-46.7649	79.885	
6	1957	38.3159	-46.9648	79.8793	
6	1973	38.327	-47.0473	80.0163	
6	1990	38.2668	-47.2657	79.9576	
6	2007	38.2717	-47.3741	79.9774	
6	2023	38.1861	-47.6218	80.0087	
6	2040	38.1666	-47.8675	79.934	
6	2057	38.1904	-47.9425	79.9815	
6	2073	38.1544	-48.1555	79.9633	
6	2090	38.1439	-48.3628	79.9458	
6	2107	38.1312	-48.4918	80.0077	
6	2123	38.0905	-48.7359	79.9771	
6	2140	38.0926	-48.9107	79.9334	
6	2157	38.0876	-49.0681	79.969	
6	2173	38.085	-49.2348	80.0029	
6	2190	38.0745	-49.3683	80.0222	
6	2207	38.0669	-49.5327	79.9783	
6	2223	38.0744	-49.657	80.017	
6	2240	38.06	-49.8806	80.0399	
6	2257	38.0678	-49.9721	80.0368	
6	2273	38.0931	-50.1346	79.9865	
6	2290	38.0398	-50.3217	80.0065	
7	7	37.4778	-59.8671	92.7666	
7	23	37.4282	-59.9774	92.688	
7	40	37.3993	-59.978	92.7384	
7	57	37.4246	-59.8875	92.795	
7	73	37.412	-59.9116	92.7793	
7	90	37.3969	-59.8779	92.8461	
7	107	37.3718	-59.8762	92.8783	
7	123	37.3729	-59.8015	92.9296	
7	140	37.3649	-59.7619	92.9007	
7	157	37.3216	-59.8904	92.9349	
7	173	37.3104	-59.7844	93.0346	
7	190	37.2803	-59.8402	93.0567	
7	207	37.2554	-59.8186	93.0222	
7	223	37.2495	-59.8244	93.1208	
7	240	37.2267	-59.789	93.1121	
7	257	37.197	-59.7937	93.1533	
7	273	37.1518	-59.8254	93.1778	
7	290	37.1498	-59.8106	93.2074	
7	307	37.1325	-59.7501	93.2325	
7	323	37.1205	-59.6642	93.284	
7	340	37.0565	-59.777	93.2847	
7	357	37.0064	-59.7577	93.2835	
7	373	37.008	-59.6929	93.3304	
7	390	36.9641	-59.7018	93.3293	
7	407	36.9395	-59.6417	93.3898	
7	423	36.9232	-59.659	93.396	
7	440	36.8734	-59.664	93.421	
7	457	36.8509	-59.6023	93.436	
7	473	36.8219	-59.611	93.4528	
7	490	36.7802	-59.605	93.4573	
7	507	36.7731	-59.5722	93.4614	
7	523	36.7173	-59.5736	93.4523	
7	540	36.6962	-59.5399	93.4525	
7	557	36.6307	-59.6645	93.5014	
7	573	36.6214	-59.5403	93.4476	
7	590	36.6172	-59.5626	93.5531	
7	607	36.5888	-59.5903	93.4842	
7	623	36.5055	-59.628	93.5078	
7	640	36.5262	-59.5984	93.5073	
7	657	36.4332	-59.6847	93.4517	
7	673	36.4533	-59.5595	93.5397	
7	690	36.4682	-59.551	93.5012	
7	707	36.3981	-59.5719	93.4836	
7	723	36.372	-59.6178	93.4557	
7	740	36.3864	-59.5316	93.4422	
7	757	36.3164	-59.6019	93.4757	
7	773	36.2863	-59.5862	93.4365	
7	790	36.3232	-59.4794	93.4189	
7	807	36.2475	-59.5252	93.3426	
7	823	36.2833	-59.4409	93.3225	
7	840	36.2154	-59.4084	93.3433	
7	857	36.2267	-59.4	93.2436	
7	873	36.228	-59.313	93.2695	
7	890	36.1727	-59.3144	93.18	
7	907	36.1673	-59.217	93.2037	
7	923	36.2114	-59.0144	93.1383	
7	940	36.1737	-58.9741	93.1153	
7	957	36.1806	-58.8126	93.0545	
7	973	36.1446	-58.7765	93.1086	
7	990	36.1448	-58.6615	92.9723	
7	1007	36.1555	-58.5084	92.9596	
7	1023	36.1749	-58.2758	92.9157	
7	1040	36.1998	-58.0855	92.8677	
7	1057	38.4795	-55.7753	90.2109	
7	1073	38.4963	-55.6214	90.1141	
7	1090	38.5299	-55.3546	90.1615	
7	1107	38.5005	-55.1677	90.0377	
7	1123	38.5082	-55.0123	90.0191	
7	1140	38.4976	-54.7169	90.0477	
7	1157	38.5052	-54.5312	90.0142	
7	1173	38.478	-54.3367	89.98	
7	1190	38.4905	-54.0839	89.9822	
7	1207	38.4727	-53.8538	89.9855	
7	1223	38.4806	-53.5884	89.9736	
7	1240	38.4704	-53.3368	89.9486	
7	1257	38.4952	-53.061	89.9656	
7	1273	38.4549	-52.862	89.9308	
7	1290	38.7301	-53.7163	86.7839	
7	1307	38.7631	-53.4159	86.7559	
7	1323	38.7132	-53.2342	86.6821	
7	1340	38.7572	-52.9202	86.7701	
7	1357	38.7236	-52.6676	86.8464	
7	1373	38.7333	-52.4231	86.8756	
7	1390	38.6885	-52.2048	86.8412	
7	1407	38.7004	-51.9303	86.9296	
7	1423	38.5833	-51.8768	86.9305	
7	1440	38.6272	-51.6259	86.956	
7	1457	38.577	-51.4298	86.9906	
7	1473	38.5573	-51.255	87.0254	
7	1490	38.5823	-51.0196	86.9607	
7	1507	38.5309	-50.9223	86.991	
7	1523	38.504	-50.8206	87.0184	
7	1540	38.1586	-51.6109	84.0318	
7	1557	38.0775	-51.778	83.1825	
7	1573	38.0945	-51.6974	83.1773	
7	1590	38.0159	-51.675	83.1385	
7	1607	38.0029	-51.589	82.7122	
7	1623	37.9309	-51.6088	82.6691	
7	1640	37.9127	-51.5669	82.7149	
7	1657	37.937	-51.5381	82.662	
7	1673	37.9072	-51.5253	82.6626	
7	1690	37.8643	-51.6386	82.5869	
7	1707	37.8676	-51.6381	82.5936	
7	1723	37.815	-51.7016	82.5606	
7	1740	37.7881	-51.7921	82.6035	
7	1757	37.8212	-51.8108	82.5248	
7	1773	37.7526	-51.9987	82.4707	
7	1790	37.7574	-52.0496	82.5092	
7	1807	37.705	-52.2202	82.4955	
7	1823	37.7425	-52.3109	82.4585	
7	1840	37.686	-52.5298	81.9479	
7	1857	37.8215	-52.4541	81.0987	
7	1873	37.7695	-52.671	81.0277	
7	1890	37.7615	-52.8309	80.992	
7	1907	37.7567	-52.9625	80.9781	
7	1923	37.7539	-52.7447	81.2955	
7	1940	37.6634	-52.3279	81.9685	
7	1957	37.5984	-52.5349	81.9496	
7	1973	37.6099	-52.617	82.0895	
7	1990	37.5485	-52.8336	82.0353	
7	2007	37.5459	-52.9387	82.0618	
7	2023	37.4599	-53.1847	82.0983	
7	2040	37.4331	-53.4247	82.0365	
7	2057	37.4507	-53.4941	82.0968	
7	2073	37.4095	-53.7023	82.0896	
7	2090	37.3899	-53.9013	82.0905	
7	2107	37.3694	-54.0215	82.1721	
7	2123	37.3246	-54.2601	82.1539	
7	2140	37.3129	-54.4251	82.1297	
7	2157	37.3012	-54.5735	82.1855	
7	2173	37.2875	-54.7291	82.2421	
7	2190	37.2687	-54.8527	82.2822	
7	2207	37.2525	-55.0085	82.2556	
7	2223	37.253	-55.1234	82.3139	
7	2240	37.2292	-55.3362	82.3586	
7	2257	37.2298	-55.4171	82.3771	
7	2273	37.2459	-55.5692	82.3473	
7	2290	37.1855	-55.7489	82.3813	
8	7	36.7346	-62.3387	94.2943	
8	23	36.6858	-62.4497	94.2148	
8	40	36.659	-62.452	94.2637	
8	57	36.6861	-62.3626	94.3193	
8	73	36.6748	-62.3873	94.3033	
8	90	36.6616	-62.3547	94.3691	
8	107	36.6371	-62.3529	94.402	
8	123	36.64	-62.2798	94.4516	
8	140	36.6323	-62.2402	94.4227	
8	157	36.591	-62.3707	94.4546	
8	173	36.5819	-62.266	94.5532	
8	190	36.553	-62.3229	94.5739	
8	207	36.5275	-62.301	94.5399	
8	223	36.5242	-62.3083	94.6372	
8	240	36.5021	-62.2739	94.6271	
8	257	36.4733	-62.2791	94.6681	
8	273	36.4293	-62.3115	94.6919	
8	290	36.4279	-62.2977	94.7202	
8	307	36.4107	-62.238	94.7441	
8	323	36.4002	-62.153	94.7948	
8	340	36.3377	-62.2676	94.7932	
8	357	36.2884	-62.2493	94.7907	
8	373	36.2908	-62.1856	94.8362	
8	390	36.2473	-62.1956	94.8335	
8	407	36.2237	-62.1359	94.8937	
8	423	36.2084	-62.1547	94.898	
8	440	36.159	-62.1595	94.9235	
8	457	36.1376	-62.0995	94.9362	
8	473	36.1092	-62.1089	94.9521	
8	490	36.0678	-62.1035	94.9557	
8	507	36.0608	-62.0709	94.9596	
8	523	36.0059	-62.0738	94.9483	
8	540	35.9846	-62.0412	94.9467	
8	557	35.9198	-62.1658	94.996	
8	573	35.9104	-62.0418	94.9418	
8	590	35.9075	-62.0654	95.0456	
8	607	35.8786	-62.0931	94.9767	
8	623	35.7965	-62.1317	94.9993	
8	640	35.8163	-62.1015	94.9994	
8	657	35.7229	-62.188	94.9433	
8	673	35.7437	-62.0628	95.0316	
8	690	35.758	-62.0548	94.9922	
8	707	35.6888	-62.0764	94.9737	
8	723	35.6613	-62.1217	94.9462	
8	740	35.6757	-62.036	94.9318	
8	757	35.6067	-62.1074	94.964	
8	773	35.5764	-62.0917	94.9248	
8	790	35.6132	-61.9853	94.9063	
8	807	35.5367	-62.0307	94.8304	
8	823	35.5721	-61.9467	94.8098	
8	840	35.5054	-61.9153	94.8292	
8	857	35.5159	-61.907	94.729	
8	873	35.5177	-61.8208	94.7538	
8	890	35.4616	-61.822	94.6642	
8	907	35.4573	-61.7258	94.6864	
8	923	35.5007	-61.5233	94.6205	
8	940	35.4636	-61.4843	94.5957	
8	957	35.4704	-61.3233	94.534	
8	973	35.4359	-61.2882	94.587	
8	990	35.4363	-61.1751	94.4478	
8	1007	35.4474	-61.0229	94.4335	
8	1023	35.4676	-60.7917	94.3877	
8	1040	35.4929	-60.6022	94.3385	
8	1057	37.8071	-58.3078	91.6696	
8	1073	37.8311	-58.1567	91.5712	
8	1090	37.87	-57.8942	91.6136	
8	1107	37.8444	-57.7111	91.4846	
8	1123	37.856	-57.5595	91.4613	
8	1140	37.8513	-57.2683	91.485	
8	1157	37.8634	-57.0862	91.4473	
8	1173	37.8409	-56.8957	91.4079	
8	1190	37.8587	-56.6464	91.4063	
8	1207	37.8461	-56.4198	91.4056	
8	1223	37.8589	-56.1582	91.3889	
8	1240	37.8535	-55.9109	91.3581	
8	1257	37.8827	-55.6388	91.3703	
8	1273	37.8472	-55.4438	91.3303	
8	1290	38.1367	-56.3297	88.1268	
8	1307	38.1782	-56.0374	88.0868	
8	1323	38.1351	-55.8621	88.0034	
8	1340	38.1856	-55.5543	88.0819	
8	1357	38.1585	-55.308	88.1487	
8	1373	38.174	-55.0686	88.1702	
8	1390	38.1353	-54.8562	88.1264	
8	1407	38.1522	-54.5864	88.2073	
8	1423	38.041	-54.5383	88.1996	
8	1440	38.0908	-54.2927	88.2166	
8	1457	38.0464	-54.1021	88.2421	
8	1473	38.0313	-53.9311	88.2708	
8	1490	38.0564	-53.698	88.2017	
8	1507	38.0096	-53.6056	88.2233	
8	1523	37.9877	-53.5075	88.245	
8	1540	37.6631	-54.2908	85.2826	
8	1557	37.605	-54.4508	84.4576	
8	1573	37.6292	-54.3718	84.4514	
8	1590	37.5558	-54.3521	84.409	
8	1607	37.5547	-54.2608	83.9983	
8	1623	37.4899	-54.2819	83.9549	
8	1640	37.477	-54.2409	84.0008	
8	1657	37.5055	-54.2132	83.9473	
8	1673	37.4805	-54.2007	83.9488	
8	1690	37.4417	-54.315	83.8725	
8	1707	37.4492	-54.3141	83.8816	
8	1723	37.4	-54.3782	83.8484	
8	1740	37.3763	-54.4679	83.8941	
8	1757	37.4116	-54.4858	83.8178	
8	1773	37.344	-54.6712	83.7693	
8	1790	37.3516	-54.7207	83.8119	
8	1807	37.3002	-54.8901	83.8008	
8	1823	37.3369	-54.9774	83.7705	
8	1840	37.2856	-55.19	83.2745	
8	1857	37.4158	-55.121	82.4096	
8	1873	37.3632	-55.337	82.3404	
8	1890	37.354	-55.4925	82.3134	
8	1907	37.3481	-55.6206	82.3063	
8	1923	37.3486	-55.428	82.5715	
8	1940	37.271	-55.0527	83.1541	
8	1957	37.2076	-55.2663	83.1207	
8	1973	37.22	-55.3502	83.2576	
8	1990	37.1587	-55.5671	83.2034	
8	2007	37.1541	-55.6718	83.2309	
8	2023	37.0685	-55.918	83.2675	
8	2040	37.0392	-56.1558	83.2104	
8	2057	37.0545	-56.2229	83.2756	
8	2073	37.0113	-56.4291	83.2727	
8	2090	36.9879	-56.6241	83.2816	
8	2107	36.9639	-56.7399	83.3721	
8	2123	36.9169	-56.9756	83.36	
8	2140	36.8992	-57.1356	83.3451	
8	2157	36.884	-57.2791	83.4105	
8	2173	36.8649	-57.4287	83.4785	
8	2190	36.8419	-57.5469	83.5291	
8	2207	36.8212	-57.6977	83.5116	
8	2223	36.8176	-57.8073	83.5799	
8	2240	36.7889	-58.0142	83.6353	
8	2257	36.7852	-58.089	83.6651	
8	2273	36.7964	-58.2352	83.6457	
8	2290	36.7321	-58.4105	83.6875	
9	7	35.1652	-67.192	97.4445	
9	23	35.1213	-67.3056	97.3638	
9	40	35.1	-67.311	97.4106	
9	57	35.1321	-67.2243	97.4646	
9	73	35.1251	-67.2513	97.4474	
9	90	35.1164	-67.2209	97.5119	
9	107	35.0952	-67.2204	97.5448	
9	123	35.1022	-67.15	97.5921	
9	140	35.0975	-67.1118	97.5627	
9	157	35.0601	-67.2455	97.5915	
9	173	35.0548	-67.1426	97.6889	
9	190	35.0291	-67.202	97.7074	
9	207	35.0059	-67.1813	97.673	
9	223	35.0062	-67.1909	97.7682	
9	240	34.987	-67.1588	97.7562	
9	257	34.9606	-67.1654	97.7961	
9	273	34.9192	-67.1996	97.8185	
9	290	34.9204	-67.1878	97.8448	
9	307	34.9053	-67.1301	97.8667	
9	323	34.8972	-67.0468	97.9159	
9	340	34.8374	-67.1639	97.9113	
9	357	34.7905	-67.1476	97.9069	
9	373	34.7951	-67.0862	97.9498	
9	390	34.7537	-67.0984	97.9446	
9	407	34.7321	-67.0404	98.0033	
9	423	34.7189	-67.0616	98.0046	
9	440	34.6712	-67.0676	98.0294	
9	457	34.6518	-67.0098	98.0393	
9	473	34.6253	-67.0212	98.053	
9	490	34.5854	-67.0174	98.0549	
9	507	34.5798	-66.9862	98.0575	
9	523	34.5266	-66.9915	98.0431	
9	540	34.5065	-66.961	98.0386	
9	557	34.4431	-67.0869	98.0868	
9	573	34.4347	-66.964	98.0315	
9	590	34.4335	-66.9898	98.1326	
9	607	34.4054	-67.0184	98.0628	
9	623	34.3247	-67.0586	98.0834	
9	640	34.345	-67.0293	98.0826	
9	657	34.2522	-67.1168	98.0253	
9	673	34.2737	-66.9923	98.1131	
9	690	34.2888	-66.9857	98.0718	
9	707	34.2207	-67.0086	98.0517	
9	723	34.1929	-67.0546	98.0234	
9	740	34.2079	-66.9704	98.0069	
9	757	34.1398	-67.0433	98.037	
9	773	34.1101	-67.0287	97.9965	
9	790	34.1474	-66.9238	97.976	
9	807	34.0707	-66.9698	97.8992	
9	823	34.1065	-66.8872	97.8766	
9	840	34.0406	-66.8577	97.8934	
9	857	34.0513	-66.8506	97.7915	
9	873	34.0535	-66.766	97.8139	
9	890	33.9973	-66.7684	97.7225	
9	907	33.994	-66.6742	97.7419	
9	923	34.0373	-66.4731	97.6739	
9	940	34.0008	-66.4363	97.6457	
9	957	34.0078	-66.277	97.5814	
9	973	33.9745	-66.244	97.6317	
9	990	33.9757	-66.1338	97.4879	
9	1007	33.9877	-65.9842	97.4699	
9	1023	34.0089	-65.7556	97.4203	
9	1040	34.0351	-65.5686	97.3676	
9	1057	36.367	-63.2759	94.6977	
9	1073	36.4008	-63.1306	94.5942	
9	1090	36.4508	-62.8768	94.6274	
9	1107	36.4357	-62.7024	94.4892	
9	1123	36.4582	-62.5596	94.4566	
9	1140	36.465	-62.2765	94.4721	
9	1157	36.4876	-62.1024	94.4257	
9	1173	36.4758	-61.9205	94.3769	
9	1190	36.5045	-61.6791	94.3671	
9	1207	36.5022	-61.4601	94.3582	
9	1223	36.5253	-61.2066	94.3324	
9	1240	36.5298	-60.9674	94.2919	
9	1257	36.5686	-60.7033	94.2947	
9	1273	36.5427	-60.5162	94.2451	
9	1290	36.8518	-61.418	91.007	
9	1307	36.91	-61.1431	90.9435	
9	1323	36.8806	-60.9843	90.8376	
9	1340	36.9436	-60.6922	90.8939	
9	1357	36.929	-60.4613	90.9386	
9	1373	36.9559	-60.2355	90.9408	
9	1390	36.9289	-60.0368	90.8771	
9	1407	36.957	-59.7805	90.9385	
9	1423	36.8572	-59.745	90.9121	
9	1440	36.9185	-59.5122	90.9099	
9	1457	36.8852	-59.3341	90.9162	
9	1473	36.8804	-59.1745	90.9282	
9	1490	36.9139	-58.9528	90.8425	
9	1507	36.8771	-58.8717	90.8462	
9	1523	36.8647	-58.7836	90.8526	
9	1540	36.5611	-59.561	87.9132	
9	1557	36.5287	-59.7183	87.1059	
9	1573	36.5686	-59.6427	87.0995	
9	1590	36.511	-59.6272	87.0549	
9	1607	36.5298	-59.5341	86.6573	
9	1623	36.4831	-59.5574	86.6168	
9	1640	36.486	-59.5182	86.6653	
9	1657	36.5291	-59.4926	86.6135	
9	1673	36.5182	-59.4814	86.618	
9	1690	36.4926	-59.5978	86.5425	
9	1707	36.5125	-59.5975	86.5553	
9	1723	36.4746	-59.6628	86.524	
9	1740	36.4612	-59.7525	86.5739	
9	1757	36.5056	-59.77	86.5018	
9	1773	36.4454	-59.9537	86.4601	
9	1790	36.4609	-60.0015	86.5089	
9	1807	36.4159	-60.1694	86.5034	
9	1823	36.4568	-60.253	86.4825	
9	1840	36.4125	-60.4582	86.0041	
9	1857	36.5426	-60.3863	85.1416	
9	1873	36.4927	-60.5998	85.0779	
9	1890	36.4852	-60.75	85.0626	
9	1907	36.4804	-60.8728	85.0666	
9	1923	36.487	-60.7033	85.281	
9	1940	36.4262	-60.3762	85.7557	
9	1957	36.3669	-60.6069	85.6899	
9	1973	36.3833	-60.7037	85.8054	
9	1990	36.325	-60.9294	85.7374	
9	2007	36.3218	-61.0406	85.7548	
9	2023	36.238	-61.2921	85.7827	
9	2040	36.2077	-61.5313	85.7247	
9	2057	36.2212	-61.5983	85.7912	
9	2073	36.1757	-61.8034	85.791	
9	2090	36.1477	-61.9946	85.8081	
9	2107	36.1183	-62.1048	85.9102	
9	2123	36.0671	-62.3352	85.9079	
9	2140	36.0412	-62.4876	85.907	
9	2157	36.0189	-62.6228	85.988	
9	2173	35.9905	-62.7618	86.0754	
9	2190	35.9591	-62.8695	86.1446	
9	2207	35.93	-63.0102	86.145	
9	2223	35.9176	-63.1088	86.2324	
9	2240	35.8791	-63.3042	86.3077	
9	2257	35.8662	-63.3666	86.3588	
9	2273	35.8677	-63.5005	86.36	
9	2290	35.7953	-63.6649	86.4197	
10	7	34.339	-69.5739	99.0667	
10	23	34.2994	-69.6893	98.9858	
10	40	34.2813	-69.6961	99.032	
10	57	34.3165	-69.6109	99.0853	
10	73	34.3127	-69.6395	99.0674	
10	90	34.3065	-69.6103	99.1316	
10	107	34.288	-69.6113	99.1637	
10	123	34.2974	-69.542	99.2104	
10	140	34.2952	-69.5052	99.1806	
10	157	34.2599	-69.6399	99.2086	
10	173	34.2561	-69.5378	99.3057	
10	190	34.2326	-69.5984	99.3234	
10	207	34.2122	-69.5792	99.2882	
10	223	34.2136	-69.5897	99.3828	
10	240	34.1965	-69.5587	99.3701	
10	257	34.1717	-69.5664	99.4092	
10	273	34.1317	-69.6016	99.4308	
10	290	34.1349	-69.5908	99.4566	
10	307	34.1216	-69.5343	99.4776	
10	323	34.1145	-69.4519	99.526	
10	340	34.0559	-69.5697	99.521	
10	357	34.0105	-69.5544	99.5156	
10	373	34.0166	-69.4941	99.5575	
10	390	33.9769	-69.5076	99.5514	
10	407	33.9564	-69.4508	99.6089	
10	423	33.9443	-69.473	99.6092	
10	440	33.8978	-69.4802	99.6328	
10	457	33.8794	-69.4231	99.6421	
10	473	33.854	-69.4357	99.6545	
10	490	33.8154	-69.4329	99.6556	
10	507	33.8111	-69.4028	99.6571	
10	523	33.7588	-69.409	99.6417	
10	540	33.7401	-69.3797	99.6362	
10	557	33.6772	-69.5067	99.683	
10	573	33.67	-69.3848	99.6269	
10	590	33.6693	-69.4114	99.7269	
10	607	33.6425	-69.441	99.6562	
10	623	33.562	-69.4819	99.6759	
10	640	33.5836	-69.4541	99.6737	
10	657	33.4918	-69.5424	99.6156	
10	673	33.5135	-69.4186	99.7024	
10	690	33.5298	-69.413	99.6603	
10	707	33.4618	-69.4364	99.6394	
10	723	33.4352	-69.4836	99.61	
10	740	33.4509	-69.4005	99.5922	
10	757	33.3826	-69.4738	99.6215	
10	773	33.3536	-69.4602	99.5798	
10	790	33.3917	-69.3565	99.558	
10	807	33.3155	-69.4034	99.4801	
10	823	33.352	-69.3221	99.4559	
10	840	33.2859	-69.2931	99.4717	
10	857	33.2975	-69.2872	99.3685	
10	873	33.2997	-69.2034	99.3896	
10	890	33.2443	-69.2072	99.2966	
10	907	33.2407	-69.1139	99.3145	
10	923	33.2846	-68.914	99.245	
10	940	33.248	-68.8781	99.2153	
10	957	33.2554	-68.7201	99.1492	
10	973	33.2218	-68.6881	99.1978	
10	990	33.2238	-68.5791	99.0524	
10	1007	33.2361	-68.431	99.0323	
10	1023	33.2576	-68.2036	98.9809	
10	1040	33.2843	-68.0183	98.9258	
10	1057	35.5993	-65.7115	96.2669	
10	1073	35.6358	-65.5693	96.16	
10	1090	35.6914	-65.3199	96.189	
