# No 90	"weighed coord, correcton -90deg in X and Z shift. MatchCarm on pig with xyz rot and xyz shift. Option 1: used corrected -90."							manshift																									
# filename parts																																	
"#Surface (Epi, LVEndo, RVEpi)"																																	
"#stim positions: exact, on surface"																																	
"#Surface, Elektrode label, ExactPosition,Projected on ventricular surface, manshift, activation time rel to stim."																																	
"# lines starting with # are ignored, empty line between measurement blocks"																																	
pig10_2+001_1155_1184_Pos02_LVEndo																																	
LVEndo																																	
-17.0	-16.8	797.3	-17.0	-16.9	797.3																												
'Epi'	'Epi18'	-51.7	-40.5	839.0	-38.0	-39.6	829.2	0.0	0.0	0.0																							
'Epi'	'Epi19'	-47.7	-42.6	848.1	-35.7	-43.5	832.1	0.0	0.0	0.0																							
'Epi'	'Epi20'	-46.5	-41.8	851.6	-34.9	-44.5	832.7	0.0	0.0	0.0																							
'LVEndo'	'LVEndo1'	15.2	-8.6	783.8	9.8	-9.1	783.8	0.0	0.0	0.0	65.0																						
'LVEndo'	'LVEndo2'	9.5	-5.1	783.1	9.5	-5.1	783.1	0.0	0.0	0.0																							
'LVEndo'	'LVEndo3'	3.7	-2.6	783.3	9.3	-2.3	783.4	0.0	0.0	0.0																							
'LVEndo'	'LVEndo4'	0.7	-0.3	783.8	0.3	3.3	777.7	0.0	0.0	0.0																							
																																	
"# RVEndo catheter probably in CS, or IVC, resulting in LV Epi stim. Epi elektrodes 21 (tip) and 22."																																	
pig10_2+001_4835_4864_Pos05_CSLVEPi																																	
Epi																																	
-58.5	-8.8	784.6	-51.1	-7.0	788.2																												
'Epi'	'Epi1'	-8.6	29.0	791.5	-8.9	28.1	791.7	0.0	0.0	0.0																							
'Epi'	'Epi2'	-12.5	27.4	790.0	-12.3	28.2	789.7	0.0	0.0	0.0																							
'Epi'	'Epi3'	-21.8	24.4	785.9	-21.4	26.7	784.2	0.0	0.0	0.0																							
'Epi'	'Epi4'	-24.6	22.8	784.6	-24.6	25.3	782.3	0.0	0.0	0.0																							
'Epi'	'Epi5'	-29.3	18.7	781.1	-30.0	19.7	778.9	0.0	0.0	0.0																							
'Epi'	'Epi6'	-31.3	17.0	780.3	-31.7	17.8	778.6	0.0	0.0	0.0																							
'Epi'	'Epi7'	-38.6	9.5	780.0	-39.2	9.9	778.2	0.0	0.0	0.0																							
'Epi'	'Epi8'	-40.1	6.9	780.3	-40.8	7.1	778.3	0.0	0.0	0.0																							
'Epi'	'Epi9'	-44.6	-1.3	783.6	-45.8	-1.6	780.5	0.0	0.0	0.0																							
'Epi'	'Epi10'	-45.3	-4.4	785.1	-47.9	-5.1	782.6	0.0	0.0	0.0																							
'Epi'	'Epi11'	-47.6	-13.9	791.2	-50.0	-14.6	790.0	0.0	0.0	0.0																							
'Epi'	'Epi12'	-48.0	-16.2	793.1	-50.4	-16.7	792.3	0.0	0.0	0.0																							
'Epi'	'Epi13'	-44.8	-25.0	799.4	-45.1	-25.4	799.3	0.0	0.0	0.0																							
'Epi'	'Epi14'	-44.6	-27.3	801.8	-44.6	-27.3	801.8	0.0	0.0	0.0																							
'Epi'	'Epi15'	-41.0	-34.5	810.2	-44.7	-34.8	810.1	0.0	0.0	0.0																							
'Epi'	'Epi16'	-42.4	-35.4	813.0	-44.1	-36.2	813.0	0.0	0.0	0.0																							
'Epi'	'Epi17'	-39.4	-40.3	822.0	-40.1	-40.7	822.2	0.0	0.0	0.0																							
'Epi'	'Epi18'	-37.9	-41.3	825.0	-38.5	-41.5	825.2	0.0	0.0	0.0																							
'Epi'	'Epi19'	-34.7	-42.4	834.9	-35.2	-44.1	832.5	0.0	0.0	0.0																							
'Epi'	'Epi20'	-33.0	-41.9	837.7	-34.3	-45.4	833.2	0.0	0.0	0.0																							
'Epi'	'Epi21'	-58.5	-8.8	784.6	-51.1	-7.0	788.2	0.0	0.0	0.0																							
'Epi'	'Epi22'	-55.8	-10.9	789.6	-51.9	-9.9	791.4	0.0	0.0	0.0																							
																																	
pig10_2+001_4963_4982_Pos05_LVEpi																																	
Epi																																	
-38.6	9.5	780.0	-39.2	9.9	778.2																												
'Epi'	'Epi1'	-8.6	29.0	791.5	-8.9	28.1	791.7	0.0	0.0	0.0	42.0																						
'Epi'	'Epi2'	-12.5	27.4	790.0	-12.3	28.2	789.7	0.0	0.0	0.0																							
'Epi'	'Epi3'	-21.8	24.4	785.9	-21.4	26.7	784.2	0.0	0.0	0.0	37.0																						
'Epi'	'Epi4'	-24.6	22.8	784.6	-24.6	25.3	782.3	0.0	0.0	0.0																							
'Epi'	'Epi5'	-29.3	18.7	781.1	-30.0	19.7	778.9	0.0	0.0	0.0	35.0																						
'Epi'	'Epi6'	-31.3	17.0	780.3	-31.7	17.8	778.6	0.0	0.0	0.0																							
'Epi'	'Epi7'	-38.6	9.5	780.0	-39.2	9.9	778.2	0.0	0.0	0.0	0.0																						
'Epi'	'Epi8'	-40.1	6.9	780.3	-40.8	7.1	778.3	0.0	0.0	0.0																							
'Epi'	'Epi9'	-44.6	-1.3	783.6	-45.8	-1.6	780.5	0.0	0.0	0.0	32.0																						
'Epi'	'Epi10'	-45.3	-4.4	785.1	-47.9	-5.1	782.6	0.0	0.0	0.0																							
'Epi'	'Epi11'	-47.6	-13.9	791.2	-50.0	-14.6	790.0	0.0	0.0	0.0																							
'Epi'	'Epi12'	-48.0	-16.2	793.1	-50.4	-16.7	792.3	0.0	0.0	0.0																							
'Epi'	'Epi13'	-44.8	-25.0	799.4	-45.1	-25.4	799.3	0.0	0.0	0.0																							
'Epi'	'Epi14'	-44.6	-27.3	801.8	-44.6	-27.3	801.8	0.0	0.0	0.0																							
'Epi'	'Epi15'	-41.0	-34.5	810.2	-44.7	-34.8	810.1	0.0	0.0	0.0																							
'Epi'	'Epi16'	-42.4	-35.4	813.0	-44.1	-36.2	813.0	0.0	0.0	0.0																							
'Epi'	'Epi17'	-39.4	-40.3	822.0	-40.1	-40.7	822.2	0.0	0.0	0.0																							
'Epi'	'Epi18'	-37.9	-41.3	825.0	-38.5	-41.5	825.2	0.0	0.0	0.0																							
'Epi'	'Epi19'	-34.7	-42.4	834.9	-35.2	-44.1	832.5	0.0	0.0	0.0																							
'Epi'	'Epi20'	-33.0	-41.9	837.7	-34.3	-45.4	833.2	0.0	0.0	0.0																							
'Epi'	'Epi21'	-58.5	-8.8	784.6	-51.1	-7.0	788.2	0.0	0.0	0.0																							
'Epi'	'Epi22'	-55.8	-10.9	789.6	-51.9	-9.9	791.4	0.0	0.0	0.0																							
																																	
Pig10_SRMAP																																	
LVEndo'																																	
0.0	0.0	0.0	0.0	0.0	0.0																												
# pig10_2+001_1150_1157_SRMAP_Pos02. Beatstart 2863 Sync 22 syncbeatstart 2841																																	
'Epi'	'Pos02_Epi1'	-34.1	-35.4	806.9	-34.7	-39.3	802.8	0.0	0.0	0.0	147.0																						
'Epi'	'Pos02_Epi2'	-33.2	-33.3	803.5	-33.9	-36.7	800.1	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi3'	-30.3	-27.6	795.6	-30.8	-30.1	793.8	0.0	0.0	0.0	145.0																						
'Epi'	'Pos02_Epi4'	-32.0	-24.6	793.3	-33.9	-27.5	791.5	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi5'	-31.8	-16.9	787.3	-34.2	-19.7	782.4	0.0	0.0	0.0	142.0																						
'Epi'	'Pos02_Epi6'	-37.4	-12.8	784.5	-38.5	-14.0	781.0	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi7'	-43.6	-3.5	782.1	-44.4	-3.9	780.2	0.0	0.0	0.0	144.0																						
'Epi'	'Pos02_Epi8'	-42.7	-0.7	782.0	-43.6	-0.9	779.6	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi9'	-47.9	8.1	783.5	-48.9	8.2	781.8	0.0	0.0	0.0	151.0																						
'Epi'	'Pos02_Epi10'	-49.1	11.2	784.6	-50.9	11.4	783.7	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi11'	-54.7	18.1	791.4	-54.0	17.9	791.7	0.0	0.0	0.0	155.0																						
'Epi'	'Pos02_Epi12'	-56.0	19.9	793.7	-54.5	19.5	794.2	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi13'	-58.9	22.4	803.3	-55.5	21.6	803.0	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi14'	-59.3	22.4	806.8	-55.0	22.8	803.9	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi15'	-58.8	20.8	817.4	-50.5	28.2	811.4	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi16'	-58.1	19.8	819.9	-49.3	28.4	813.4	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi17'	-55.0	13.8	828.4	-42.1	23.8	830.1	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi18'	-53.7	12.1	830.7	-41.1	22.1	832.5	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi19'	-49.2	4.4	836.4	-40.2	20.8	834.4	0.0	0.0	0.0																							
'Epi'	'Pos02_Epi20'	-48.7	1.7	838.4	-39.0	20.4	836.5	0.0	0.0	0.0																							
'LVEndo'	'Pos02_LVEndo1'	-17.0	-16.8	797.3	-17.0	-16.9	797.3	0.0	0.0	0.0	131.0																						
'LVEndo'	'Pos02_LVEndo2'	-15.3	-12.1	794.9	-15.7	-16.9	795.2	0.0	0.0	0.0																							
# pig10_2+001_2171_2190_SRMAP_Pos03. Beatstart 6068 Sync 24 syncbeatstart 6044																																	
'Epi'	'Pos03_Epi1'	-40.9	14.7	830.9	-40.4	20.9	834.2	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi2'	-41.9	11.8	830.1	-40.4	20.9	834.2	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi3'	-45.2	0.5	829.4	-40.4	20.9	834.2	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi4'	-45.2	-2.6	829.8	-44.3	-21.2	828.6	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi5'	-44.5	-10.4	834.4	-44.3	-21.2	828.6	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi6'	-43.8	-12.8	837.6	-44.3	-21.2	828.6	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi7'	-46.6	-15.0	842.5	-44.3	-21.2	828.6	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi8'	-39.4	-16.0	849.4	-31.3	-2.9	856.3	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi9'	-34.1	-16.1	857.9	-30.7	-3.0	857.4	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi10'	-32.7	-15.5	860.6	-29.2	-3.3	859.9	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi11'	-27.2	-14.5	869.4	-20.3	-13.1	872.3	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi12'	-25.4	-14.1	872.1	-20.3	-13.1	872.3	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi13'	-18.4	-14.3	880.4	-17.2	-13.4	877.0	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi14'	-18.5	-13.6	883.5	-16.6	-12.5	877.4	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi15'	-10.9	-13.8	892.4	-12.4	-10.5	878.9	0.0	0.0	0.0																							
'Epi'	'Pos03_Epi16'	-9.4	-14.3	895.5	-12.3	-10.7	878.9	0.0	0.0	0.0																							
'LVEndo'	'Pos03_LVEndo1'	5.0	9.0	816.8	4.6	9.0	816.4	0.0	0.0	0.0	124.0																						
#'LVEndo'	'LVEndo2'	9.5	-5.1	783.1	9.5	-5.1	783.1	0.0	0.0	0.0	128.0																						
'LVEndo'	'LVEndo3'	3.7	-2.6	783.3	9.3	-2.3	783.4	0.0	0.0	0.0	130.0																						
# pig10_2+001_3640_3649_SRMAP_Pos04_Endo. Beatstart 4121 Sync 49 syncbeatstart 4072																																	
'Epi'	'Pos04_Epi1'	-73.6	9.8	793.3	-58.2	8.6	797.4	0.0	0.0	0.0																							
'Epi'	'Pos04_Epi2'	-57.0	12.8	787.0	-53.4	12.5	788.7	0.0	0.0	0.0																							
'Epi'	'Pos04_Epi3'	-49.5	10.2	781.1	-49.0	10.1	782.0	0.0	0.0	0.0	158.0																						
'Epi'	'Pos04_Epi4'	-48.4	8.3	779.1	-47.4	8.1	780.8	0.0	0.0	0.0																							
'Epi'	'Pos04_Epi5'	-41.0	2.0	775.9	-40.2	2.2	778.0	0.0	0.0	0.0	151.0																						
'Epi'	'Pos04_Epi6'	-38.3	-0.2	776.4	-37.9	-0.1	777.3	0.0	0.0	0.0																							
'Epi'	'Pos04_Epi7'	-35.8	-10.0	778.1	-35.6	-9.8	778.7	0.0	0.0	0.0	142.0																						
